Sentence,Emotion,Emotion_ID
"But Binta finds it difficult to express herself, while Saba has no such",fear,3
has trouble with it.,sadness,5
I have been pleasantly surprised from the moment you walked in.,surprise,6
"You radiate, you are beautiful.",happiness,4
You are a very beautiful lady to look at.,happiness,4
Thank you.,happiness,4
I find it very cute that you find all the little animals very scary.,happiness,4
You are a bit of a princess.,disgust,2
"Because of that, you also put me in my place where I think I belong, in a relationship",neutral,0
between man and woman.,neutral,0
"Yes, I have decided to extend.",neutral,0
"I do see some more potential in us conversing further, going a bit deeper.",happiness,4
Seeking a bit more affection.,sadness,5
OkÃ©.,neutral,0
I don't know how that is for you.,neutral,0
I am a bit curious.,surprise,6
I also really enjoyed it.,happiness,4
"We had a good time, had good conversations, also a little bit of deep conversations",happiness,4
had.,neutral,0
"A lot in common, I thought myself.",happiness,4
Certainly.,neutral,0
I could see a lot of myself in you.,happiness,4
"The other way around, yes.",neutral,0
And in your stories.,neutral,0
"The other way around, yes.",neutral,0
So I really liked being able to have such conversations.,happiness,4
"Only, the only thing with me is, is that you're not my type.",sadness,5
While you are a very handsome man.,happiness,4
"So I always have, when I go somewhere...",neutral,0
"You are a dreamer, aren't you?",neutral,0
"Oh, nice. And this, a sister.",happiness,4
And do you want a snack? Whatever it is.,neutral,0
And I get skipped over like this.,sadness,5
And then I asked them like...,neutral,0
why does no one ever come to my evening party?,sadness,5
Have you ever seen that rock mole of yours in the club?,disgust,2
Because I just stand like this.,neutral,0
Really? Yes.,surprise,6
But you don't actually go out to really get to know someone?,neutral,0
"Well, you have to at some point...",sadness,5
And nothing is required? Well...,surprise,6
"Yes, if you want children, yes.",neutral,0
"Yes, my uterus had already...",sadness,5
He/she has been having a hard time for five years already.,sadness,5
But...,neutral,0
"Yes, I am very picky.",neutral,0
In what sense?,neutral,0
I have to be able to look at it.,neutral,0
"Yes, recognizable. And that's the case for me too...",neutral,0
I pay too much attention to appearance.,sadness,5
"Yes, do I fit your type?",neutral,0
"Well, you are beautiful. That for sure.",happiness,4
Cared for. Tall is my type.,neutral,0
That is long.,neutral,0
Long? Yes.,neutral,0
"No, but you know...",neutral,0
Do you have a lilipetje?,neutral,0
"Yes, by the way. What do you want to do about sleeping?",neutral,0
"Yes, I had come up with something for that.",neutral,0
"Oh, you had made something up? Yes.",surprise,6
"I have three choices. A, B or C.",neutral,0
"A, we sleep together without any fuss like two adults in one bed.",neutral,0
"B, with any possible physical contacts.",neutral,0
Of C...,neutral,0
"Or C, you sleep on the couch.",anger,1
Oh. Yes.,neutral,0
"Well. You know, then we'll do another D or something, you know.",neutral,0
Do you have anything to add yourself?,neutral,0
"Well, I have always said...",neutral,0
You know there's only one bed. Yes.,surprise,6
"Okay, but we're going to sleep together tonight.",happiness,4
"Yes. Well, great.",happiness,4
"After the first introduction, Amber does understand...",neutral,0
why she is here in an apartment with Rob.,neutral,0
But there is also something else that she would most like to share first...,surprise,6
with her good friend Patti.,happiness,4
"Hey, cutie. Hello.",happiness,4
Tell.,neutral,0
"Well, the previous two women are both out of the house.",sadness,5
No. A wasp sting.,disgust,2
"Oh, no. And now?",fear,3
"Yes, I don't know. Maybe you should take a look.",neutral,0
"No, I'm not going to watch.",anger,1
But I want to have it established.,neutral,0
"No, I'm not going to watch at all.",anger,1
"I have to vacuum here, otherwise I won't manage.",fear,3
It's so dirty.,disgust,2
"Bye, child. Bye.",neutral,0
"I'm not going to look at it either, because I do have to...",disgust,2
Now I hear from Maxime that in bathroom number...,surprise,6
Two. There's debris everywhere again.,anger,1
"Yes, it can't be helped, I think.",sadness,5
"We do have some with us, though.",neutral,0
"Yes, that's okay, Jaak.",neutral,0
"I have... Yeah, well.",neutral,0
"Another one. Well, there's another one.",anger,1
"If this continues, I'm not going to that test weekend at all.",anger,1
Because I'm going home.,happiness,4
I'm completely fed up.,anger,1
All that mess everywhere.,disgust,2
"Yeah, he can't handle it anymore, that man.",sadness,5
No.,anger,1
"But yeah, you keep going, you keep vacuuming.",sadness,5
"Because otherwise there will be dust again, yes.",sadness,5
"But yeah, man, I have to put toilet paper everywhere.",sadness,5
Because people do need to be able to shit.,neutral,0
"Yes, and maybe Martien is the first,",neutral,0
because he almost pees his pants from the stress.,fear,3
It's fine. I'm quitting.,sadness,5
I don't care.,neutral,0
I have all these white pimples.,sadness,5
"Yes, I'm completely fed up.",anger,1
I'm completely fed up.,anger,1
There are all fans standing there.,happiness,4
Taking photos.,neutral,0
"Well, they don't even wave.",sadness,5
I am so fed up.,anger,1
"Oh, I could cry.",sadness,5
Huppakee.,happiness,4
And all those filthy paws are going over the carpet again.,anger,1
Erica immediately got to work on the idea,happiness,4
to give the stuffed dog Bommel a prominent place in retirement.,sadness,5
This is the VIP transport.,neutral,0
I will first bring this inside.,neutral,0
"That will come to the little balcony soon. Look, there it is.",surprise,6
Come on.,neutral,0
I thought it was a very good idea of theirs. I hadn't thought of it yet.,happiness,4
"Come, let's go find a nice spot for him.",happiness,4
I'll just put him on the chair for a moment.,neutral,0
He also always liked to sit on the chair.,sadness,5
But without it costing me any effort.,neutral,0
"Because if it would cost me effort, I would isolate myself.",sadness,5
"Yes, he's already going bald now.",sadness,5
"In Kampnoord, Juan, Richard, and Jan return with the mangoes.",happiness,4
MUSIC,neutral,0
"Stijn, you need to throw your flag for a moment, guys.",surprise,6
"Ripe or not ripe, or do they just eat them?",neutral,0
"No, not all of them.",neutral,0
Are they still so sour?,neutral,0
Hilde throws herself at the fresh fruit.,happiness,4
Sour?,surprise,6
Oeh.,surprise,6
That is so.,neutral,0
"It is not ripe yet, but it is also not sour.",neutral,0
I am quite happy that I have a little bit of sugar.,happiness,4
At a certain point I was lying on that air mattress.,neutral,0
I couldn't keep my eyes open anymore.,sadness,5
"That was my only bright spot, I must say.",sadness,5
Today.,neutral,0
Can I have one more or not?,fear,3
What are you taking them all for?,neutral,0
I'm going to take another one. Really.,happiness,4
And then a big coconut. Yes.,neutral,0
Then everything comes back out.,sadness,5
Those are those kinds of people.,disgust,2
They have chosen something.,neutral,0
And they think they are on an adventure.,happiness,4
Just imagine that there are only coconuts.,neutral,0
Then you have to live off coconuts.,sadness,5
But you chose it.,anger,1
"What is there, we do not know.",fear,3
And then you better grab some loot.,neutral,0
Just go home.,anger,1
Because I'm not going to look for a bus ticket for you.,anger,1
That is logical.,neutral,0
Those people misjudged that.,disgust,2
Simbang's breakfast consists of shellfish and mangoes.,neutral,0
That is the emptiest little bicycle I have ever eaten in my whole life.,surprise,6
But that is not for everyone.,sadness,5
...to help Hilde get back on her feet. She had another bad night.,sadness,5
I have been thinking constantly all night...,sadness,5
...I still don't think that I...,fear,3
...that I still want to stay here.,happiness,4
It is sour.,sadness,5
"That's also a creature of habit, Hilde.",happiness,4
She is working hard in the bakery.,neutral,0
"And here she comes, she doesn't like coconut macaroons.",disgust,2
She sleeps very badly.,sadness,5
My daughter still said...,neutral,0
"...right before I left, mom, do you know how...",sadness,5
"When you come back, everything begins.",happiness,4
"Welcome, we are here in Heerenveen.",neutral,0
"And the matter at hand is the case between, on the one hand, Ed and Ingrid against Sytze and Liesbeth.",neutral,0
But your wife Liesbeth is currently in the hospital.,sadness,5
"But anyway, you are here.",happiness,4
"Before I start with all the conflict material, a quick note beforehand.",neutral,0
"Because in 2016, my esteemed colleague Master John Riet was here.",neutral,0
And it was actually the intention that the hassle was over.,sadness,5
You won then and you lost.,sadness,5
"But after that, it wasn't like, okay, that was it.",neutral,0
Everyone goes their own way.,neutral,0
Did you keep sulking?,anger,1
"No, because we had agreed that whatever the verdict would be,",neutral,0
that we would go out to dinner together.,happiness,4
And then it was over.,sadness,5
"I don't know anything about it, but...",fear,3
"Oh, that surprises me.",surprise,6
Well...,neutral,0
"He is fantasizing again, but okay.",neutral,0
"I know it, Sytze. I lie about everything.",sadness,5
You tell the truth all day long.,neutral,0
"Sytze, it's not working again...",sadness,5
He has lied so much about me.,anger,1
"You have almost never explained what I believed, have you?",anger,1
Keep that still for a moment now.,anger,1
"No, then I also need to know where I am lying, then I just want to know that.",fear,3
But what does he want to say? Why didn't you let me finish speaking?,anger,1
"He stated to master Riet that when we bought that house,",neutral,0
that the dam and the road were already there to find out.,surprise,6
That is just a lie.,anger,1
But I'm going to interrupt you for a moment.,neutral,0
We are not going to redo that case.,neutral,0
"No, but it's about the lie that is being told.",disgust,2
"Well, let's go and see what we have in our portfolio now.",neutral,0
We are starting with your jobs.,neutral,0
Yes.,neutral,0
"Because the neighbor says, I am extremely bothered by the noise from the DIY work.",anger,1
"Yes, and I get the impression that the neighbor says we are working on the house all day.",anger,1
"Well, if we, like, are busy with a car or something in the garage four or five times a month, that's a lot.",neutral,0
"Four, five times a month?",neutral,0
Yes.,neutral,0
Every day there is work being done.,neutral,0
Sweetheart.,happiness,4
I haven't done anything in the garage or anything else for four weeks.,sadness,5
"No, but your son does.",neutral,0
"Yes, well, and?",anger,1
"Yes, but of course he's not on it either.",sadness,5
"My son is allowed too, yes, but he only does it on weekends.",neutral,0
He says every day.,neutral,0
And he is also often with you in the evenings.,neutral,0
That is not true.,anger,1
"No, exactly.",neutral,0
I don't know if you can imagine that.,neutral,0
That you don't sleep.,sadness,5
That you experience every minute of the night.,sadness,5
And that you know you have to get up early in the morning to make a camp.,sadness,5
And that you also have nothing to make a camp.,sadness,5
That is just very primitive.,neutral,0
"I think it's a perfect breakfast, coconut milk with sugar.",happiness,4
VoilÃ .,neutral,0
How is it going with the next coconut?,neutral,0
"Yes, we are almost ready.",happiness,4
I think it's important that we have the camp tonight.,neutral,0
I want to start with bamboo.,happiness,4
And everything there is to drag to that beach.,sadness,5
To start building.,happiness,4
Camp South has collected some fruits on Lima during a first expedition.,happiness,4
But are they also edible?,fear,3
We can really eat this.,happiness,4
Looks very tasty.,happiness,4
But I don't know.,fear,3
Exciting.,surprise,6
They always eat on cows.,neutral,0
This one is very greasy.,disgust,2
Dirty? Bitter?,disgust,2
"Bitter, spit it out.",disgust,2
We have those tubers.,neutral,0
We found out that you have to cook those after all.,surprise,6
And then you probably get something potato-like.,neutral,0
Only the fire isn't working so well.,sadness,5
Look.,neutral,0
As close as you can.,neutral,0
It's starting to smell again.,surprise,6
Give up.,sadness,5
Look.,neutral,0
North has started building a hut.,happiness,4
"After the first night without shelter, this is an important priority for all expedition members.",fear,3
We need to have a hut tonight.,fear,3
We have to lie 50 centimeters above the ground on a nice flat piece.,neutral,0
"And of course, it's easy for me to talk with my air mattress.",neutral,0
But I think that the others have the right to a light spot made by the group.,neutral,0
What is the most important thing now? Stones or something else?,neutral,0
Yes.,neutral,0
Get more stones?,neutral,0
I will explain.,neutral,0
"We have to fill holes 1, 2, 3, 4, 5, 6, 8 with stones and sand.",neutral,0
I find it very important for me that I can sleep well.,fear,3
I find that more important than finding food.,neutral,0
Almost sleeping.,neutral,0
"Yes, good. My bag is probably there.",neutral,0
"Yes, that's good.",neutral,0
It isn't made too high?,fear,3
So that the impacts from the wind are smaller?,fear,3
"And we would like him to stop swearing, to...",anger,1
Calm in the tent. Calm in the tent.,neutral,0
It is clear to me. Thank you for the coffee.,happiness,4
I will come and get you again soon when Mr. Visser is on his way.,neutral,0
Fine. Just keep it calm for a moment.,neutral,0
There will be a solution.,happiness,4
"Well, boy, what a situation again.",surprise,6
There is obviously a lot of stress.,fear,3
Especially with Ingrid.,neutral,0
She says that she has lost 20 kilos in the past few years.,happiness,4
All because of the situation with the neighbors.,anger,1
And I understand that too.,neutral,0
"Because if I have to believe her, then the neighbor in the past...",fear,3
already said and done a lot of nasty things.,sadness,5
Because she is of German descent.,neutral,0
"Of course, I don't know if all of that is true.",neutral,0
I'm just going to ask him that now.,neutral,0
"Because every story, as always, has two sides.",neutral,0
On to the neighbor.,happiness,4
I already hear active gardening activities.,surprise,6
Good afternoon. Good afternoon.,neutral,0
"Mister Sietse. Yes, that's me.",neutral,0
Victor. Yes. Nice to meet you.,neutral,0
"I know you, but you don't know me.",sadness,5
"No, but that is about to change now. Okay.",surprise,6
You seem like such a friendly man to me. I am indeed.,happiness,4
But I have heard all kinds of nasty stories about you.,fear,3
"Yes, everything is together.",neutral,0
"Then let's talk a bit more about that, shall we.",neutral,0
"Yes, that's fine.",neutral,0
"First of all, I understand that your wife is not here today, Lisbeth.",neutral,0
"No, that person is in the hospital. That person is in the hospital.",sadness,5
Probably a tumor in the head.,fear,3
"Oh, how sad. Yes.",sadness,5
But nevertheless you still want to proceed with the case.,happiness,4
"Yes, Lisbeth wants that too.",neutral,0
"Well, then we will handle everything with Lisbeth in mind.",neutral,0
And then Mr. Visser is going to bring clarity.,neutral,0
Of course.,neutral,0
"First of all, I want to talk about the camera. Yes.",neutral,0
Is that camera there to keep an eye on the neighbor?,fear,3
Ook.,neutral,0
"Okay, and what would you like to know?",neutral,0
How many and what kind of cars come onto the premises here.,neutral,0
Because they are not his own cars.,neutral,0
But that is his hobby.,neutral,0
That's what he says. You don't believe that?,surprise,6
"No, because if you at some point that I then have photos of...",fear,3
that he takes engines out of cars and changes radiators...,neutral,0
and then all bumpers and exhaust.,neutral,0
"Well, then I think that's not a hobby anymore.",disgust,2
What do you think Mr. Visser will decide?,surprise,6
I think that in most things he will turn out in our favor.,happiness,4
But suppose he does decide that the garage has to go.,fear,3
Then we have a problem.,fear,3
I see a worried face.,fear,3
"Yes, I am very curious to see what comes out.",surprise,6
It's high time that it comes to an end.,anger,1
It has been going on for five years.,sadness,5
Also for Liesbeth.,sadness,5
Yes.,neutral,0
Do you understand that this is very tough for you?,sadness,5
"Yes, and I hope that a solution will come.",happiness,4
"Ladies and gentlemen, after an emotional day,",sadness,5
on which we have seen just about everything pass by,neutral,0
"with which you can bother your neighbors,",anger,1
is it finally time for the verdict.,surprise,6
What is Mr. Visser going to do now?,surprise,6
Is there a future for Eddy's hobby garage?,fear,3
And what about that unobstructed view?,neutral,0
I would like to ask you all to stand up.,neutral,0
Because our legal old-timer is completely polished up.,happiness,4
And he is ready for it.,neutral,0
Here is master Frank Visser.,neutral,0
APPLAUSE,happiness,4
Please have a seat.,neutral,0
Please have a seat.,neutral,0
Judgment in the case between Eddy and Ingrid,neutral,0
against Sietse and Liesbeth.,anger,1
"First of all, it must be said that it is actually too absurd for words",surprise,6
that now a judge has to come again because you keep arguing.,anger,1
After colleague master John Riet the then conflict,neutral,0
"thought to have solved it once and for all,",happiness,4
have you had the opportunity now with a whole list,neutral,0
to come up with new problems.,anger,1
I'm going to put an end to that today.,anger,1
I will start with the noise nuisance.,anger,1
"After careful consideration, Eddy, I have come to the conclusion",neutral,0
what you and your son do there in that garage,fear,3
on the edge of what can still legally be considered a hobby garage.,fear,3
One step further and then you are legally operating as a business.,fear,3
And that is strictly forbidden on the spot.,anger,1
"But anyway, you made it in that regard.",happiness,4
But that does not mean that unlimited noise may be made.,fear,3
The noise nuisance caused by that,disgust,2
is in my opinion structural in nature,neutral,0
and so intense that it is unacceptable and therefore unlawful.,anger,1
I will therefore decide that this tinkering by anyone must be limited,neutral,0
until the periods between eight and twelve o'clock in the morning,neutral,0
and sixteen and eighteen hours in the afternoon.,neutral,0
"Pay attention, except on Sunday, because then you may only start at four o'clock.",neutral,0
The privacy.,fear,3
We are moving on to the cameras. I will follow you.,neutral,0
"Victor, come after us.",neutral,0
A beautiful VW van.,happiness,4
"Yes, that's one of our hobbies of course, those vans and the old stuff.",happiness,4
So that's great.,happiness,4
"This one is less cozy, Eddy.",sadness,5
Isn't it beautifully creepy?,fear,3
We're going to make a caravan out of it.,happiness,4
A caravan from an old hearse?,surprise,6
Yes. And is that comfortable?,neutral,0
I don't know. I haven't tried it yet.,neutral,0
And a beautiful old fire truck.,happiness,4
"My nice fire truck that I have had for one and a half, two months.",happiness,4
I could talk about it for hours.,neutral,0
But we're not going to do that.,anger,1
But where is that third eye of the neighbors hanging?,surprise,6
That's hanging around the corner here.,neutral,0
"Oh, here? By the fence.",surprise,6
"And that's a camera, you can rotate it in all kinds of ways.",neutral,0
And that's how we are watched every day.,fear,3
"So if you come onto the yard here, you also see him move?",surprise,6
"We did see him move, yes.",neutral,0
If I remove weeds here and I see that it is straight...,neutral,0
"and then he turned towards me, then I'm on camera.",fear,3
But then they are also busy with it?,neutral,0
They are busy with it. I think it's a hobby. I don't know.,neutral,0
He basically just started filming on the flat roof.,neutral,0
"Oh, then it was just open and all...",neutral,0
Okay. And he did that with his phone?,neutral,0
Or tablet. Or with a tablet.,neutral,0
"Every time again, when we are here, we are fully in the spotlight again.",surprise,6
"Well, the neighbor is almost always filming us.",anger,1
Then he just walks up onto the flat roof and then he just stands there like that.,surprise,6
Then he is not ashamed to film us.,disgust,2
But that's quite bold. Yes.,surprise,6
Shall we first continue chatting for a bit on that cozy terrace of yours?,happiness,4
"Yes, nice cup of coffee. Cup of coffee.",happiness,4
"Well, nice with a cup of coffee. Lovely.",happiness,4
"Like God in Friesland, as we say. You could say that, yes.",happiness,4
How long have you been living in this lovely spot?,neutral,0
"My generation has lived here since 1948, so my parents.",happiness,4
And they passed away in 2013 and then we came to live here.,sadness,5
And how was that contact with the neighbors in the beginning?,neutral,0
"Often having coffee together, often having a beer together.",happiness,4
"We celebrated a birthday with the neighbor, who has a guitar, and we sang together.",happiness,4
"Really? Yes, it was a very pleasant time.",happiness,4
But where did it go wrong then?,sadness,5
"Well, it went wrong at the point when the neighbors kept bringing up...",anger,1
"Yes, we have right of way at your place.",neutral,0
And I knew that that wasn't the case.,neutral,0
And that stammering kept coming.,anger,1
The power outlet is next to it.,neutral,0
You can blow-dry your hair like this.,neutral,0
"TV is, when it's off, just like a mirror.",neutral,0
No one has sat on this yet.,neutral,0
This is a completely new toilet.,surprise,6
We don't really have a king here to sit on it first.,neutral,0
"Yes, that's all going to happen today.",neutral,0
I have also decided that if the people come this afternoon and we are sitting,neutral,0
"at the tables downstairs, that we then make parchment papers with 1 to",neutral,0
and with 8 on it and then we put them in a bowl.,neutral,0
Then that little dish goes around and each couple must then take a kind of slip of paper,surprise,6
pull and then open.,neutral,0
"If, for example, it says 4, then that couple goes into room 4.",neutral,0
"And if that couple is in room 7, then they're out of luck.",sadness,5
Then they come into this tiny crappy room.,disgust,2
"I am quite satisfied, I must say.",happiness,4
Do you know what is also so nice?,happiness,4
They are those high beds.,neutral,0
So that creates a really nice atmosphere.,happiness,4
"But yes, a substance.",neutral,0
"Oh, just itch everywhere.",disgust,2
"When I'm busy like this, I think, maybe I would actually prefer this",sadness,5
want to do than breakfast.,neutral,0
"Yes, I'm okay with it.",neutral,0
I do like it.,happiness,4
It will be so beautiful.,happiness,4
"But yes, then I think, oh what a shame, I'm doing this and tomorrow",sadness,5
It has to come off again.,sadness,5
Because then it smells sour because of all those people.,disgust,2
"Your family, yes.",neutral,0
"But yeah, I do like it.",happiness,4
It will be so beautiful.,happiness,4
Because then it smells sour because of all those people.,disgust,2
"Your family, yes.",neutral,0
I hope it doesn't...,fear,3
"Jaap is sleeping, you can smell it in the morning.",happiness,4
It is great.,happiness,4
I am very curious about what mom is going to say.,surprise,6
"There is nothing to complain about here, I think.",neutral,0
"Look, this really makes you happy.",happiness,4
"Yes, nice indeed.",happiness,4
"Yes, it's great.",happiness,4
"Look, that one is on the beach.",surprise,6
Our old little tree.,sadness,5
Nice.,happiness,4
Yes.,neutral,0
"But if I look at this now, I'm thinking.",neutral,0
That bummer is of course set up.,sadness,5
"That is in the bedroom with you, of the children.",neutral,0
At your place.,neutral,0
Shall we not put him here?,neutral,0
And that one is clear.,neutral,0
Yes.,neutral,0
Yes.,neutral,0
"Of course, we first spent two hours together and that was very nice to get to know each other better",happiness,4
to get to know.,neutral,0
"Look, the moment you joined, you notice, it's immediately a different dynamic.",neutral,0
You can get to know each other a little less well that way.,sadness,5
"Yes, still a bit of that flirtatiousness that I then miss.",sadness,5
Yes.,neutral,0
It is quite nice when you notice that a man is really interested in you.,happiness,4
"And it also just feels very friendly, what we have together.",happiness,4
So I have decided not to extend either.,sadness,5
Yes.,neutral,0
I understand him very well.,happiness,4
"Yes, absolutely.",neutral,0
Yes.,neutral,0
"Yes, then you can make yours too.",neutral,0
"Dear Angela, unfortunately we differ too much, which is why I have decided not to renew.",sadness,5
"I think in terms of lifestyle, how we are, what we do, that we differ a bit too much in that.",sadness,5
What do you mean by lifestyle?,neutral,0
"Well, you really like to go to bed early.",neutral,0
That is completely fine.,happiness,4
"I often just see it become 12 o'clock, half past 12.",sadness,5
Is maybe also not completely right.,sadness,5
"But with me, I am always busy.",sadness,5
Yes.,neutral,0
"The reservation that you do have, where at first we...",fear,3
"For example, initially ran into issues with Karaoke.",anger,1
"Yes, I don't know. I don't know.",sadness,5
I sense that you have that with several things.,neutral,0
"Where I actually think, nice idea, but I don't care at all.",disgust,2
I'm joining in. Right away.,happiness,4
I feel a bit more with you...,happiness,4
I have the feeling that I immediately said yes to that.,neutral,0
Well...,neutral,0
"You said, I agreed.",neutral,0
"Then I said, I can't stay behind.",happiness,4
"Yes, but at first...",neutral,0
"It was a bit meh, I actually don't feel like it.",sadness,5
"Yes, I tasted that very much.",happiness,4
"But anyway, that's what I tasted.",neutral,0
"But anyway, if it's not like that, you can correct me as well.",neutral,0
I think people don't recognize me in reserve.,sadness,5
"Okay, then I got that completely wrong.",sadness,5
But I tasted that a little.,neutral,0
That was also part of my decision not to extend.,sadness,5
"Clear, yes.",neutral,0
"Well, my choice is you.",happiness,4
"Marina, unfortunately I have chosen not to renew.",sadness,5
This is because of me and not because of you as a person.,neutral,0
So? Yes.,neutral,0
They have medium-length hair then.,neutral,0
"That is a bit to the back, kind of a Leonardo DiCaprio-Titanic hairstyle.",happiness,4
"My perfect future is actually just man-woman, children, a pet as well.",happiness,4
"A man who does take care of the family, of course. That is important.",neutral,0
I am not going to be full.,sadness,5
"Just really the old-fashioned home, time, and kitchen family.",happiness,4
"If I feel at ease, then I come...",happiness,4
"Koning, yappa.",surprise,6
Ear wrap.,surprise,6
"That will be fun for the next 24 hours, because Rick is not a fan of silences.",happiness,4
He finds it much more enjoyable to have a woman around him in The Hague.,happiness,4
"And as a mechanic, he can surely do something about that roof and that basement.",happiness,4
"I have not yet succeeded in finding a partner, because I am quite picky.",sadness,5
"I pay a lot of attention to appearance, but the whole picture has to be complete.",neutral,0
I like sporty. Not too big breasts. Fat or thin.,neutral,0
"Well, actually, quite thin.",sadness,5
I find it especially important that she takes good care of herself.,neutral,0
In the sense that she dresses nicely.,happiness,4
A little bit of nails does.,neutral,0
"If I have that 'wanting' feeling, then it doesn't matter whether she is tall or short.",happiness,4
I do think it's important that a woman is independent.,neutral,0
Is confident.,happiness,4
What kind of dreams do I have?,neutral,0
"For now, I just want to be happy together.",happiness,4
Building the future together.,happiness,4
I really do feel like finding a woman.,happiness,4
For long-lasting love.,happiness,4
Hai.,neutral,0
"Gee, we'll be there soon. Yes, really soon.",surprise,6
"Hi, I'm Rick. Are we going to kiss?",happiness,4
"Cozy. Yes, are you looking forward to it?",happiness,4
"Do you smell nice? Oh, thank you.",happiness,4
"Yes, are you looking forward to it? Yes, exciting.",happiness,4
But looking forward to it. Definitely.,happiness,4
Absolutely. Where are you from? Amsterdam.,neutral,0
"Really, huh? Can I still exchange it?",surprise,6
The Hague. I'm following it.,neutral,0
Or am I ruining the fun if you want this so much?,fear,3
"Oh, really? No, just kidding.",happiness,4
"Well, just start.",anger,1
Here they have wrapped everything up. Yes.,neutral,0
In special paper.,neutral,0
You may open first.,neutral,0
Hopefully you are the one with whom I will spend these 24 hours laughing.,happiness,4
"Only 24 hours. No, yes.",sadness,5
"No, that's not what I'm here for, in principle.",neutral,0
My motto is not to take life too seriously.,happiness,4
Hoppa.,happiness,4
But let me be clear.,neutral,0
I am looking for a woman to come clean my windows from now on.,neutral,0
Well. Okay.,neutral,0
Bingo.,happiness,4
"Sugarcane, guys.",neutral,0
Tasty.,happiness,4
Sugarcane.,neutral,0
Palm shoots and sugarcane satisfy the first hunger.,happiness,4
But there is no one taking the lead in building the hut.,sadness,5
Even the older and more experienced Erik keeps to the background.,neutral,0
"We still have two hours of daylight, ladies and gentlemen.",neutral,0
"Erik is someone who can also play a role, but not in building a hut.",sadness,5
"Not like, we're going to do this now.",neutral,0
"This is step A, this is step B, this is step C.",neutral,0
And hit the nail on the head.,happiness,4
"I think he's more someone who says, we are told what we're going to do.",neutral,0
"And then he'll say, you go ahead and do it.",neutral,0
I do everything that is assigned to me.,neutral,0
I do give impulses.,neutral,0
But I don't take control.,neutral,0
I think that's not good.,sadness,5
"I could do it, but...",neutral,0
"No, I don't do that yet.",neutral,0
We are going to sit together calmly and discuss everything.,neutral,0
Because they are all cackling.,anger,1
But we only have two hours of daylight.,fear,3
"That's just a suggestion, I don't want to play the leader.",neutral,0
But I think we should sleep on the rocks tonight.,neutral,0
There you have all rocks.,neutral,0
And we see that we are a bit out of the wind.,happiness,4
"To build an entire floor now, I think that's a bit crazy.",surprise,6
The camp follows Jan's suggestion to sleep on the rocks instead of the beach.,neutral,0
There they hope not to be bothered by insects and vermin.,happiness,4
Jan guides the camp to a place he considers suitable.,neutral,0
Maybe we can organize something here.,happiness,4
"But I see sand and grass, absolutely not brilliant.",sadness,5
"Alright, guys.",neutral,0
I think I'll quickly even it out a bit.,neutral,0
Let everyone just build a place for themselves.,neutral,0
"And just make sure that you have a little hole, a little dip, under your hips and under your butt.",neutral,0
"Easy to say for the man with an air mattress, of course.",anger,1
"Life is really divided like this, guys.",sadness,5
"Yes, that's something, isn't it.",neutral,0
The expedition members have spent their first night on the island.,neutral,0
I think that this...,neutral,0
This is really hanging against that line.,fear,3
"With those two trees, we can already dry everything a little bit.",happiness,4
"Yes, that is more pleasant.",happiness,4
That also lifts the morale a bit.,happiness,4
"For Kampnoord, it will be a tough day.",fear,3
There is still no hut and urgent organization is needed in the camp.,fear,3
Do you also want to go fruit picking on the oliepittanbank?,happiness,4
Everything is fine. You are right too.,happiness,4
I haven't slept a minute.,sadness,5
So I hope you like dipping.,happiness,4
"Then I promise you, you will never be cold for the rest of your life.",happiness,4
"Well, that's nice. Right?",happiness,4
There are still some things in there where I still need to explain some texts.,neutral,0
"Oh, dear. But, yes.",sadness,5
Just open it. You have a whole package.,neutral,0
"Yes, what do you have to make, huh?",neutral,0
"In any case, the streamers first.",happiness,4
"Every day is a party, but you have to hang the decorations yourself.",happiness,4
That is just...,neutral,0
Balloons belong with streamers.,neutral,0
So I got balloons as well.,neutral,0
The rest are actually all products from The Hague.,neutral,0
"Oh, really? Yes.",surprise,6
"Well, nice. Yes, I hope so.",happiness,4
"It is very simple, but you do need to know English.",neutral,0
"Oh, god. Yes, it will be fine.",happiness,4
It is actually a booklet.,neutral,0
A thick little book.,neutral,0
"About redheads, because if you haven't seen it yet...",neutral,0
"Yes, yes, yes. Ginger, from myself.",happiness,4
And this is about a woman and she has done all the research...,neutral,0
why we are seen as a sex symbol.,disgust,2
"Yes, I only said one, right.",neutral,0
"Yes, I won't cancel it yet, but...",fear,3
"What, what, what? What did you want to say?",surprise,6
Let's keep it tidy.,neutral,0
This is Amber.,neutral,0
Since 30 years young comes from Eindhoven and is an English teacher.,neutral,0
So it would be nice if Rob would want to extend this time.,happiness,4
"So far, men have not always shown me that they are that addition.",sadness,5
So I just keep choosing myself again and again.,neutral,0
"When I step into the house, I hope to see a man of whom I think...",happiness,4
"Ooh, interesting.",surprise,6
"When I find someone interesting, for me it all has to do with charisma.",neutral,0
"Yes, men can walk in a certain way, that I really think...",disgust,2
"Oh, okay. Yes.",neutral,0
And I also don't know what causes that. It's just a certain vibe.,neutral,0
If he is sweet to me and also good at communicating...,happiness,4
"and if reflective is set, then I think I am already very happy.",happiness,4
Hey. Hi.,neutral,0
Hey. Hi. Rob. Amber.,neutral,0
Nice. Nice that you are here. Yes.,happiness,4
I brought it for you.,happiness,4
Look.,surprise,6
