Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1900-01-01 00:14:19.883991,1900-01-01 00:14:22.883991,and she should know what's going on in the kitchen.,and she should know what's going on in the kitchen.,expectation,neutral,mild
1900-01-01 00:14:22.883991,1900-01-01 00:14:23.883991,That's her job.,That's her job.,indifference,neutral,neutral
1900-01-01 00:14:23.883991,1900-01-01 00:14:25.883991,What is that?,What is that?,curiosity,surprise,mild
1900-01-01 00:14:25.883991,1900-01-01 00:14:26.883991,Noodles.,Noodles.,neutrality,neutral,neutral
1900-01-01 00:14:26.883991,1900-01-01 00:14:27.883991,Noodles?,Noodles?,curiosity,neutral,mild
1900-01-01 00:14:27.883991,1900-01-01 00:14:28.883991,What's the chef expecting?,What's the chef expecting?,curiosity,neutral,mild
1900-01-01 00:14:28.902991,1900-01-01 00:14:30.902991,A rush on pasta?,A rush on pasta?,curiosity,surprise,mild
1900-01-01 00:14:30.902991,1900-01-01 00:14:31.902991,Wow.,Wow.,amazement,surprise,mild
1900-01-01 00:14:31.902991,1900-01-01 00:14:34.883991,How much pasta does one chef need?,How much pasta does one chef need?,curiosity,neutral,neutral
1900-01-01 00:14:34.883991,1900-01-01 00:14:36.883991,He's obsessed with it.,He's obsessed with it.,fixation,happiness,moderate
1900-01-01 00:14:36.883991,1900-01-01 00:14:39.883991,It's all overcooked.,It's all overcooked.,disappointment,sadness,moderate
1900-01-01 00:14:39.883991,1900-01-01 00:14:40.883991,What's in this one?,What's in this one?,curiosity,neutral,mild
1900-01-01 00:14:40.883991,1900-01-01 00:14:41.883991,Pizza dough.,Pizza dough.,neutrality,neutral,neutral
1900-01-01 00:14:41.883991,1900-01-01 00:14:42.883991,Holy crap.,Holy crap.,shock,surprise,moderate
1900-01-01 00:14:42.883991,1900-01-01 00:14:44.883991,"This is just for the pizza, not the bread?","This is just for the pizza, not the bread?",confusion,surprise,mild
1900-01-01 00:14:44.883991,1900-01-01 00:14:46.883991,Not the bread.,Not the bread.,dismay,sadness,mild
1900-01-01 00:14:46.883991,1900-01-01 00:14:47.902991,And this dough here?,And this dough here?,curiosity,surprise,mild
1900-01-01 00:14:47.902991,1900-01-01 00:14:48.902991,Same thing.,Same thing.,indifference,neutral,neutral
1900-01-01 00:14:48.902991,1900-01-01 00:14:49.902991,Small and large.,Small and large.,neutrality,neutral,neutral
1900-01-01 00:14:49.902991,1900-01-01 00:14:50.902991,Small and large.,Small and large.,neutrality,neutral,neutral
1900-01-01 00:14:50.902991,1900-01-01 00:14:52.902991,Small and large.,Small and large.,neutrality,neutral,neutral
1900-01-01 00:14:52.902991,1900-01-01 00:14:53.902991,"Look at this one, then.","Look at this one, then.",expectation,neutral,mild
1900-01-01 00:14:53.902991,1900-01-01 00:14:55.902991,My god.,My god.,shock,surprise,moderate
1900-01-01 00:14:55.902991,1900-01-01 00:14:57.902991,What the fuck?,What the fuck?,confusion,surprise,intense
1900-01-01 00:14:57.922991,1900-01-01 00:14:59.922991,This is what goes on daily.,This is what goes on daily.,resignation,sadness,mild
1900-01-01 00:14:59.922991,1900-01-01 00:15:02.922991,"All that bread like this, and all that pasta.","All that bread like this, and all that pasta.",craving,happiness,mild
1900-01-01 00:15:02.922991,1900-01-01 00:15:03.922991,Wow.,Wow.,amazement,surprise,mild
1900-01-01 00:15:05.922991,1900-01-01 00:15:07.902991,What's he doing with all this stuff?,What's he doing with all this stuff?,curiosity,surprise,mild
1900-01-01 00:15:12.902991,1900-01-01 00:15:14.902991,There's not enough time to prepare everything,There's not enough time to prepare everything,anxiety,fear,moderate
1900-01-01 00:15:14.902991,1900-01-01 00:15:16.902991,with everything he has to prepare in the day.,with everything he has to prepare in the day.,burden,sadness,mild
1900-01-01 00:15:16.902991,1900-01-01 00:15:18.902991,Then what happens when he doesn't sell this?,Then what happens when he doesn't sell this?,uncertainty,fear,moderate
1900-01-01 00:15:18.902991,1900-01-01 00:15:19.902991,Where does it go?,Where does it go?,confusion,surprise,mild
1900-01-01 00:15:19.902991,1900-01-01 00:15:20.902991,Throw it away.,Throw it away.,dismissiveness,disgust,mild
1900-01-01 00:15:20.902991,1900-01-01 00:15:22.902991,He throws it away.,He throws it away.,dismissal,disgust,mild
1900-01-01 00:15:22.902991,1900-01-01 00:15:23.902991,How much do we throw away?,How much do we throw away?,curiosity,neutral,neutral
1900-01-01 00:15:23.902991,1900-01-01 00:15:25.922991,"There are times where we've thrown away a lot of pasta,","There are times where we've thrown away a lot of pasta,",regret,sadness,mild
1900-01-01 00:15:25.943991,1900-01-01 00:15:27.943991,because people aren't ordering it.,because people aren't ordering it.,resignation,sadness,mild
1900-01-01 00:15:27.943991,1900-01-01 00:15:30.943991,"Patty and Val, this is your house.","Patty and Val, this is your house.",acknowledgment,neutral,neutral
1900-01-01 00:15:30.943991,1900-01-01 00:15:31.943991,This is you.,This is you.,neutrality,neutral,neutral
1900-01-01 00:15:31.943991,1900-01-01 00:15:33.943991,This is your life right here in the trash.,This is your life right here in the trash.,contempt,disgust,intense
1900-01-01 00:15:33.943991,1900-01-01 00:15:36.943991,"Tatiana, what I'm more concerned about","Tatiana, what I'm more concerned about",worry,fear,mild
1900-01-01 00:15:36.943991,1900-01-01 00:15:38.943991,is the fact that you're oblivious.,is the fact that you're oblivious.,frustration,anger,moderate
1900-01-01 00:15:38.943991,1900-01-01 00:15:41.943991,You're like an airhead that's got her head in the clouds.,You're like an airhead that's got her head in the clouds.,condescension,disgust,moderate
1900-01-01 00:15:43.943991,1900-01-01 00:15:45.943991,This is business.,This is business.,detachment,neutral,neutral
1900-01-01 00:15:45.943991,1900-01-01 00:15:48.943991,It was a unsuccessful business before.,It was a unsuccessful business before.,regret,sadness,mild
1900-01-01 00:15:48.943991,1900-01-01 00:15:53.943991,You picked it up and maintained that unsuccessful menu,You picked it up and maintained that unsuccessful menu,disappointment,sadness,moderate
1900-01-01 00:15:53.962991,1900-01-01 00:15:55.962991,in an unsuccessful business.,in an unsuccessful business.,disappointment,sadness,moderate
1900-01-01 00:15:55.962991,1900-01-01 00:15:57.962991,"You come in, change nothing.","You come in, change nothing.",resentment,anger,moderate
1900-01-01 00:15:57.962991,1900-01-01 00:15:59.962991,You can't direct any form of criticism,You can't direct any form of criticism,frustration,anger,moderate
1900-01-01 00:15:59.962991,1900-01-01 00:16:00.962991,or standards to your chefs.,or standards to your chefs.,confusion,neutral,neutral
1900-01-01 00:16:00.962991,1900-01-01 00:16:03.962991,I don't even know why you bought the place.,I don't even know why you bought the place.,confusion,sadness,moderate
1900-01-01 00:16:03.962991,1900-01-01 00:16:05.962991,And I certainly wouldn't pull my sister down,And I certainly wouldn't pull my sister down,defensiveness,anger,moderate
1900-01-01 00:16:05.962991,1900-01-01 00:16:09.962991,and bring my parents into it to facilitate your ego dream.,and bring my parents into it to facilitate your ego dream.,resentment,anger,moderate
1900-01-01 00:16:11.962991,1900-01-01 00:16:12.962991,Don't you understand?,Don't you understand?,frustration,anger,moderate
1900-01-01 00:16:12.962991,1900-01-01 00:16:15.962991,"Like, I look at my mother, and I feel horrible.","Like, I look at my mother, and I feel horrible.",guilt,sadness,intense
1900-01-01 00:16:15.962991,1900-01-01 00:16:17.962991,I feel horrible.,I feel horrible.,misery,sadness,intense
1900-01-01 00:16:17.962991,1900-01-01 00:16:18.962991,Excuse me.,Excuse me.,politeness,neutral,neutral
1900-01-01 00:16:18.962991,1900-01-01 00:16:20.962991,Don't start looking for sympathy now.,Don't start looking for sympathy now.,dismissiveness,disgust,moderate
1900-01-01 00:16:20.962991,1900-01-01 00:16:21.962991,Who wanted this place?,Who wanted this place?,curiosity,neutral,neutral
1900-01-01 00:16:21.982991,1900-01-01 00:16:22.982991,I'm sorry.,I'm sorry.,remorse,sadness,mild
1900-01-01 00:16:22.982991,1900-01-01 00:16:23.982991,"It wasn't your mother's dream,","It wasn't your mother's dream,",regret,sadness,mild
1900-01-01 00:16:23.982991,1900-01-01 00:16:26.982991,and it certainly wasn't Val's dream.,and it certainly wasn't Val's dream.,disappointment,sadness,mild
1900-01-01 00:16:26.982991,1900-01-01 00:16:27.982991,Or am I wrong?,Or am I wrong?,uncertainty,fear,mild
1900-01-01 00:16:27.982991,1900-01-01 00:16:29.982991,"No, it was Tati's dream.","No, it was Tati's dream.",correction,neutral,neutral
1900-01-01 00:16:29.982991,1900-01-01 00:16:33.982991,"Tati's dream, which has now come back to bite you on the ass.","Tati's dream, which has now come back to bite you on the ass.",resentment,anger,moderate
1900-01-01 00:16:36.247982,1900-01-01 00:16:39.047982,What hurts me is not how you feel.,What hurts me is not how you feel.,resentment,sadness,moderate
1900-01-01 00:16:39.047982,1900-01-01 00:16:41.287982,It's what's going to happen to them if this doesn't work.,It's what's going to happen to them if this doesn't work.,apprehension,fear,moderate
1900-01-01 00:16:41.287982,1900-01-01 00:16:42.187982,How's gone?,How's gone?,curiosity,neutral,neutral
1900-01-01 00:16:42.187982,1900-01-01 00:16:43.087982,How's gone?,How's gone?,curiosity,neutral,neutral
1900-01-01 00:16:43.087982,1900-01-01 00:16:43.987982,What are you going to do?,What are you going to do?,curiosity,neutral,mild
1900-01-01 00:16:43.987982,1900-01-01 00:16:45.487982,"I don't know, Gordon.","I don't know, Gordon.",uncertainty,neutral,mild
1900-01-01 00:16:45.487982,1900-01-01 00:16:46.627982,I don't know.,I don't know.,uncertainty,neutral,neutral
1900-01-01 00:16:46.627982,1900-01-01 00:16:49.187982,But why did you do it?,But why did you do it?,confusion,surprise,moderate
1900-01-01 00:16:49.187982,1900-01-01 00:16:51.727982,Because I thought I could make it successful,Because I thought I could make it successful,hope,happiness,mild
1900-01-01 00:16:51.727982,1900-01-01 00:16:53.167982,because I believed in myself.,because I believed in myself.,confidence,happiness,moderate
1900-01-01 00:16:53.167982,1900-01-01 00:16:56.527982,"What, and not make changes?","What, and not make changes?",confusion,surprise,moderate
1900-01-01 00:16:56.527982,1900-01-01 00:17:00.367982,What the hell were you thinking?,What the hell were you thinking?,frustration,anger,intense
1900-01-01 00:17:00.367982,1900-01-01 00:17:03.567982,Where are you going?,Where are you going?,curiosity,neutral,mild
1900-01-01 00:17:03.567982,1900-01-01 00:17:08.267982,"Wow, what a joke.","Wow, what a joke.",sarcasm,disgust,moderate
1900-01-01 00:17:08.267982,1900-01-01 00:17:11.166982,I resent my sister for putting me in this position.,I resent my sister for putting me in this position.,resentment,anger,moderate
1900-01-01 00:17:11.166982,1900-01-01 00:17:15.366982,She needs to be knocked off her high horse.,She needs to be knocked off her high horse.,resentment,anger,moderate
1900-01-01 00:17:15.366982,1900-01-01 00:17:18.006982,And now Chef Ramsay's making her really see,And now Chef Ramsay's making her really see,realization,surprise,moderate
1900-01-01 00:17:18.006982,1900-01-01 00:17:19.407982,that she does not know it all.,that she does not know it all.,uncertainty,neutral,mild
1900-01-01 00:17:24.787982,1900-01-01 00:17:31.927982,"Like, I just feel completely alone and worthless.","Like, I just feel completely alone and worthless.",despair,sadness,intense
1900-01-01 00:17:31.927982,1900-01-01 00:17:32.827982,And I don't know what to do.,And I don't know what to do.,confusion,fear,moderate
1900-01-01 00:17:42.526982,1900-01-01 00:17:44.706982,Night one is usually an observation,Night one is usually an observation,expectation,neutral,neutral
1900-01-01 00:17:44.706982,1900-01-01 00:17:46.126982,night for Chef Ramsay.,night for Chef Ramsay.,anticipation,neutral,neutral
1900-01-01 00:17:46.126982,1900-01-01 00:17:48.607982,But things are so bad here at Charlie's.,But things are so bad here at Charlie's.,despair,sadness,moderate
1900-01-01 00:17:48.607982,1900-01-01 00:17:49.507982,Chef.,Chef.,neutrality,neutral,neutral
1900-01-01 00:17:49.507982,1900-01-01 00:17:50.706982,"I'll be two seconds, OK?","I'll be two seconds, OK?",reassurance,neutral,mild
1900-01-01 00:17:50.706982,1900-01-01 00:17:53.166982,He decides to make one change right away.,He decides to make one change right away.,determination,neutral,mild
1900-01-01 00:17:53.166982,1900-01-01 00:17:54.067982,Casamiro.,Casamiro.,neutrality,neutral,neutral
1900-01-01 00:17:54.067982,1900-01-01 00:17:54.967982,Daniela.,Daniela.,neutrality,neutral,neutral
1900-01-01 00:17:54.967982,1900-01-01 00:17:57.147982,"OK, we're going to make homemade meatballs.","OK, we're going to make homemade meatballs.",anticipation,happiness,mild
1900-01-01 00:17:57.147982,1900-01-01 00:17:58.886982,"I want you to make me a meatball,","I want you to make me a meatball,",desire,neutral,mild
1900-01-01 00:17:58.886982,1900-01-01 00:18:00.946982,and I want you to make me a meatball.,and I want you to make me a meatball.,desire,neutral,mild
1900-01-01 00:18:00.967982,1900-01-01 00:18:02.107982,I'd like to taste yours.,I'd like to taste yours.,curiosity,happiness,mild
1900-01-01 00:18:02.107982,1900-01-01 00:18:03.206982,I'd like to taste yours.,I'd like to taste yours.,curiosity,happiness,mild
1900-01-01 00:18:03.206982,1900-01-01 00:18:04.007982,"I'll be back later, yeah?","I'll be back later, yeah?",expectation,neutral,neutral
1900-01-01 00:18:09.946982,1900-01-01 00:18:11.547982,Casamiro shouldn't have a problem,Casamiro shouldn't have a problem,confidence,happiness,mild
1900-01-01 00:18:11.547982,1900-01-01 00:18:13.486982,with it since he's worked in an Italian restaurant,with it since he's worked in an Italian restaurant,confidence,happiness,mild
1900-01-01 00:18:13.486982,1900-01-01 00:18:14.287982,for 15 years.,for 15 years.,resignation,sadness,mild
1900-01-01 00:18:20.626982,1900-01-01 00:18:23.827982,"I'm watching Casamiro, and like, I cringe because he","I'm watching Casamiro, and like, I cringe because he",embarrassment,disgust,moderate
1900-01-01 00:18:23.827982,1900-01-01 00:18:26.227982,doesn't know what he's doing.,doesn't know what he's doing.,confusion,sadness,mild
1900-01-01 00:18:26.227982,1900-01-01 00:18:27.126982,How are they?,How are they?,curiosity,neutral,neutral
1900-01-01 00:18:27.386982,1900-01-01 00:18:30.187982,So what did you do?,So what did you do?,curiosity,neutral,mild
1900-01-01 00:18:30.187982,1900-01-01 00:18:32.227982,You didn't fry them off?,You didn't fry them off?,confusion,surprise,mild
1900-01-01 00:18:32.227982,1900-01-01 00:18:33.327982,He's not even frying them off.,He's not even frying them off.,disapproval,disgust,moderate
1900-01-01 00:18:33.327982,1900-01-01 00:18:34.427982,He's just boiling them in sauce.,He's just boiling them in sauce.,disapproval,disgust,mild
1900-01-01 00:18:37.026982,1900-01-01 00:18:40.967982,"Tatiana, when you make a meatball,","Tatiana, when you make a meatball,",curiosity,neutral,mild
1900-01-01 00:18:40.967982,1900-01-01 00:18:42.467982,"you have a pan, a frying pan.","you have a pan, a frying pan.",matter-of-factness,neutral,neutral
1900-01-01 00:18:42.467982,1900-01-01 00:18:47.006982,"You saute the meat, and you finish it off in sauce.","You saute the meat, and you finish it off in sauce.",instruction,neutral,neutral
1900-01-01 00:18:47.006982,1900-01-01 00:18:47.907982,You don't know that?,You don't know that?,doubt,surprise,moderate
1900-01-01 00:18:47.907982,1900-01-01 00:18:48.707982,No.,No.,rejection,anger,mild
1900-01-01 00:18:48.707982,1900-01-01 00:18:49.506982,No.,No.,rejection,anger,mild
1900-01-01 00:18:49.506982,1900-01-01 00:18:50.907982,No.,No.,rejection,anger,mild
1900-01-01 00:18:50.907982,1900-01-01 00:18:52.907982,What season you put in there?,What season you put in there?,curiosity,neutral,mild
1900-01-01 00:18:52.907982,1900-01-01 00:18:53.907982,There's just nothing in there.,There's just nothing in there.,emptiness,sadness,moderate
1900-01-01 00:18:53.907982,1900-01-01 00:18:55.407982,"It's just like, oh, I don't know.","It's just like, oh, I don't know.",uncertainty,neutral,mild
1900-01-01 00:18:55.666982,1900-01-01 00:18:56.666982,There's just nothing in there.,There's just nothing in there.,emptiness,sadness,moderate
1900-01-01 00:18:56.666982,1900-01-01 00:18:58.067982,It's just like boiled meatballs.,It's just like boiled meatballs.,indifference,neutral,neutral
1900-01-01 00:18:58.067982,1900-01-01 00:18:58.967982,Look at them.,Look at them.,curiosity,neutral,neutral
1900-01-01 00:18:58.967982,1900-01-01 00:19:00.806982,They're like cat food.,They're like cat food.,disdain,disgust,mild
1900-01-01 00:19:00.806982,1900-01-01 00:19:02.006982,How are you cooking yours?,How are you cooking yours?,curiosity,neutral,neutral
1900-01-01 00:19:02.006982,1900-01-01 00:19:02.907982,I was searching.,I was searching.,curiosity,neutral,neutral
1900-01-01 00:19:02.907982,1900-01-01 00:19:04.107982,"OK, good.","OK, good.",satisfaction,happiness,mild
1900-01-01 00:19:04.107982,1900-01-01 00:19:05.006982,"Let me have a little taste of that, bring it out.","Let me have a little taste of that, bring it out.",curiosity,happiness,mild
1900-01-01 00:19:10.707982,1900-01-01 00:19:12.586982,"Oh, that's nice.","Oh, that's nice.",appreciation,happiness,mild
1900-01-01 00:19:12.586982,1900-01-01 00:19:13.487982,Nothing.,Nothing.,emptiness,neutral,neutral
1900-01-01 00:19:13.487982,1900-01-01 00:19:14.386982,Soft?,Soft?,curiosity,neutral,neutral
1900-01-01 00:19:14.386982,1900-01-01 00:19:15.586982,"Yeah, crumbly, delicious.","Yeah, crumbly, delicious.",satisfaction,happiness,mild
1900-01-01 00:19:15.586982,1900-01-01 00:19:16.687982,I'm going to use them tonight.,I'm going to use them tonight.,anticipation,happiness,mild
1900-01-01 00:19:16.687982,1900-01-01 00:19:17.687982,They're going on the menu tonight.,They're going on the menu tonight.,anticipation,happiness,mild
1900-01-01 00:19:22.286982,1900-01-01 00:19:23.187982,You're the sous chef.,You're the sous chef.,acknowledgment,neutral,neutral
1900-01-01 00:19:23.187982,1900-01-01 00:19:24.767982,Just be the fucking head chef.,Just be the fucking head chef.,frustration,anger,intense
1900-01-01 00:19:25.627982,1900-01-01 00:19:27.487982,I get nervous when a chef can't even make a meatball.,I get nervous when a chef can't even make a meatball.,anxiety,fear,mild
1900-01-01 00:19:27.487982,1900-01-01 00:19:28.786982,"I mean, honestly.","I mean, honestly.",frustration,anger,mild
1900-01-01 00:19:28.786982,1900-01-01 00:19:30.067982,And this young lady's flavor of her meatball,And this young lady's flavor of her meatball,curiosity,neutral,neutral
1900-01-01 00:19:30.067982,1900-01-01 00:19:31.526982,is 10 times greater.,is 10 times greater.,assertiveness,neutral,neutral
1900-01-01 00:19:31.526982,1900-01-01 00:19:33.707982,Kasimiro couldn't make a meatball correctly.,Kasimiro couldn't make a meatball correctly.,frustration,sadness,mild
1900-01-01 00:19:33.707982,1900-01-01 00:19:36.006982,But I don't think he's a bad cook.,But I don't think he's a bad cook.,defensiveness,neutral,mild
1900-01-01 00:19:36.006982,1900-01-01 00:19:37.806982,Necesitamos enseñarlo en este.,We need to teach it in this one.,determination,neutral,neutral
1900-01-01 00:19:37.806982,1900-01-01 00:19:39.107982,"Tu eres bueno, Kasimiro.","You are good, Kasimiro.",appreciation,happiness,mild
1900-01-01 00:19:39.107982,1900-01-01 00:19:41.006982,You're bueno.,You're good.,appreciation,happiness,mild
1900-01-01 00:19:41.006982,1900-01-01 00:19:41.907982,Be strong.,Be strong.,encouragement,happiness,mild
1900-01-01 00:19:47.907982,1900-01-01 00:19:49.547982,As dinner service begins.,As dinner service begins.,anticipation,neutral,neutral
1900-01-01 00:19:49.547982,1900-01-01 00:19:50.687982,"Hi, guys, welcome to Charlie's.","Hi, guys, welcome to Charlie's.",friendliness,happiness,mild
1900-01-01 00:19:50.687982,1900-01-01 00:19:52.146982,Table for six.,Table for six.,expectation,neutral,neutral
1900-01-01 00:19:52.146982,1900-01-01 00:19:54.226982,Our specialty tonight is spaghetti meatballs.,Our specialty tonight is spaghetti meatballs.,pride,happiness,mild
1900-01-01 00:19:55.187982,1900-01-01 00:19:57.187982,Chef Ramsay is giving a tutorial on meatballs,Chef Ramsay is giving a tutorial on meatballs,interest,neutral,neutral
1900-01-01 00:19:57.187982,1900-01-01 00:19:58.687982,in an Italian restaurant.,in an Italian restaurant.,neutrality,neutral,neutral
1900-01-01 00:19:58.687982,1900-01-01 00:20:01.127982,We've got to have a color on there that adds,We've got to have a color on there that adds,anticipation,neutral,mild
1900-01-01 00:20:01.127982,1900-01-01 00:20:02.886982,"richness and a nice, deep flavor.","richness and a nice, deep flavor.",appreciation,happiness,mild
1900-01-01 00:20:02.886982,1900-01-01 00:20:03.786982,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:20:03.786982,1900-01-01 00:20:04.886982,And are we ready to order?,And are we ready to order?,expectation,neutral,neutral
1900-01-01 00:20:04.886982,1900-01-01 00:20:06.187982,Or do we need a minute?,Or do we need a minute?,uncertainty,neutral,mild
1900-01-01 00:20:06.187982,1900-01-01 00:20:07.086982,Shrimp pilaf.,Shrimp pilaf.,neutrality,neutral,neutral
1900-01-01 00:20:07.086982,1900-01-01 00:20:07.987982,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:20:07.987982,1900-01-01 00:20:09.067982,Shrimp pilaf.,Shrimp pilaf.,neutrality,neutral,neutral
1900-01-01 00:20:09.067982,1900-01-01 00:20:09.967982,Shrimp pilaf.,Shrimp pilaf.,neutrality,neutral,neutral
1900-01-01 00:20:18.907982,1900-01-01 00:20:19.806982,"Oh, god.","Oh, god.",dread,fear,mild
1900-01-01 00:20:19.806982,1900-01-01 00:20:21.407982,"OK, we have three spaghetti meatballs,","OK, we have three spaghetti meatballs,",anticipation,neutral,mild
1900-01-01 00:20:21.407982,1900-01-01 00:20:22.306982,spinach ravioli.,spinach ravioli.,neutrality,neutral,neutral
1900-01-01 00:20:25.146982,1900-01-01 00:20:27.547982,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:20:27.547982,1900-01-01 00:20:28.646982,"You all right, darling?","You all right, darling?",concern,fear,mild
1900-01-01 00:20:28.646982,1900-01-01 00:20:31.146982,"Yeah, he just says he wants to work slowly.","Yeah, he just says he wants to work slowly.",resignation,neutral,mild
1900-01-01 00:20:31.146982,1900-01-01 00:20:32.286982,He wants to work slowly?,He wants to work slowly?,curiosity,neutral,mild
1900-01-01 00:20:32.286982,1900-01-01 00:20:33.886982,Why?,Why?,confusion,surprise,mild
1900-01-01 00:20:33.886982,1900-01-01 00:20:37.487982,I think he just wants to focus on one ticket at a time.,I think he just wants to focus on one ticket at a time.,understanding,neutral,mild
1900-01-01 00:20:37.487982,1900-01-01 00:20:39.366982,I don't think the customers want to hear the chef,I don't think the customers want to hear the chef,doubt,neutral,mild
1900-01-01 00:20:39.366982,1900-01-01 00:20:40.426982,say I want to work slowly.,say I want to work slowly.,calmness,neutral,neutral
1900-01-01 00:20:44.707982,1900-01-01 00:20:47.806982,I try to say something to Kasimiro about ticket time.,I try to say something to Kasimiro about ticket time.,uncertainty,neutral,mild
1900-01-01 00:20:47.806982,1900-01-01 00:20:49.467982,He will just ignore me.,He will just ignore me.,rejection,sadness,moderate
1900-01-01 00:20:49.467982,1900-01-01 00:20:50.366982,Kasimiro?,Kasimiro?,curiosity,neutral,neutral
1900-01-01 00:20:50.366982,1900-01-01 00:20:51.267982,"Yeah, yeah, yeah.","Yeah, yeah, yeah.",dismissiveness,disgust,mild
1900-01-01 00:20:51.267982,1900-01-01 00:20:52.447982,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:20:52.447982,1900-01-01 00:20:53.407982,"What ticket is he working on now, darling?","What ticket is he working on now, darling?",curiosity,neutral,mild
1900-01-01 00:20:53.426982,1900-01-01 00:20:54.387982,He's working on the what?,He's working on the what?,confusion,surprise,moderate
1900-01-01 00:20:54.387982,1900-01-01 00:20:55.287982,He's working on this one.,He's working on this one.,focus,neutral,neutral
1900-01-01 00:20:55.287982,1900-01-01 00:20:56.187982,"Oh, OK.","Oh, OK.",acceptance,neutral,neutral
1900-01-01 00:20:56.187982,1900-01-01 00:20:57.727982,I haven't even gotten to those.,I haven't even gotten to those.,frustration,sadness,mild
1900-01-01 00:20:57.727982,1900-01-01 00:20:58.727982,Are you kidding me?,Are you kidding me?,incredulity,surprise,moderate
1900-01-01 00:20:58.727982,1900-01-01 00:20:59.627982,"No, no, no.","No, no, no.",rejection,anger,moderate
1900-01-01 00:21:02.627982,1900-01-01 00:21:06.606982,"With Kasimiro working at his own pace,","With Kasimiro working at his own pace,",acceptance,neutral,neutral
1900-01-01 00:21:06.606982,1900-01-01 00:21:09.806982,the dining room's patience is being tested.,the dining room's patience is being tested.,frustration,anger,moderate
1900-01-01 00:21:15.146982,1900-01-01 00:21:16.646982,"OK, I'm sorry.","OK, I'm sorry.",remorse,sadness,mild
1900-01-01 00:21:16.646982,1900-01-01 00:21:17.546982,"Oh, my god.","Oh, my god.",astonishment,surprise,moderate
1900-01-01 00:21:17.546982,1900-01-01 00:21:19.646982,Necesitamos platos.,We need plates.,need,neutral,neutral
1900-01-01 00:21:19.646982,1900-01-01 00:21:22.387982,As food finally makes its way into the dining room.,As food finally makes its way into the dining room.,relief,happiness,mild
1900-01-01 00:21:22.426982,1900-01-01 00:21:23.426982,"I am sorry, guys.","I am sorry, guys.",remorse,sadness,mild
1900-01-01 00:21:23.426982,1900-01-01 00:21:24.426982,Spaghetti with meatball.,Spaghetti with meatball.,neutrality,neutral,neutral
1900-01-01 00:21:24.426982,1900-01-01 00:21:25.426982,Finally.,Finally.,relief,happiness,mild
1900-01-01 00:21:25.426982,1900-01-01 00:21:26.526982,Customers find out.,Customers find out.,apprehension,fear,mild
1900-01-01 00:21:26.526982,1900-01-01 00:21:28.967982,I think the pasta's a little overcooked.,I think the pasta's a little overcooked.,disappointment,sadness,mild
1900-01-01 00:21:28.967982,1900-01-01 00:21:31.106982,It was definitely not worth the wait.,It was definitely not worth the wait.,disappointment,sadness,moderate
1900-01-01 00:21:41.106982,1900-01-01 00:21:43.187982,What have you done?,What have you done?,accusation,anger,moderate
1900-01-01 00:21:43.187982,1900-01-01 00:21:44.887982,What the fuck have you done?,What the fuck have you done?,accusation,anger,intense
1900-01-01 00:21:44.887982,1900-01-01 00:21:45.787982,Stop.,Stop.,command,anger,mild
1900-01-01 00:21:45.787982,1900-01-01 00:21:46.687982,"No, no, no.","No, no, no.",rejection,anger,moderate
1900-01-01 00:21:46.687982,1900-01-01 00:21:47.947982,"Listen, fucking donkey.","Listen, fucking donkey.",contempt,anger,intense
1900-01-01 00:21:47.947982,1900-01-01 00:21:48.847982,"Danielle, come here.","Danielle, come here.",command,neutral,neutral
1900-01-01 00:21:48.847982,1900-01-01 00:21:50.287982,I want you to stop.,I want you to stop.,frustration,anger,moderate
1900-01-01 00:21:50.287982,1900-01-01 00:21:50.986982,What are you doing?,What are you doing?,curiosity,neutral,mild
1900-01-01 00:21:53.387982,1900-01-01 00:21:54.787982,"Oh, come on.","Oh, come on.",frustration,anger,mild
1900-01-01 00:21:54.787982,1900-01-01 00:21:57.586982,"He said he was working, and he couldn't watch him.","He said he was working, and he couldn't watch him.",detachment,neutral,neutral
1900-01-01 00:21:57.586982,1900-01-01 00:21:58.486982,"Oh, come on.","Oh, come on.",frustration,anger,mild
1900-01-01 00:21:58.486982,1900-01-01 00:21:59.387982,I know.,I know.,certainty,neutral,neutral
1900-01-01 00:21:59.387982,1900-01-01 00:22:00.326982,"Get me Tatiana, please.","Get me Tatiana, please.",request,neutral,neutral
1900-01-01 00:22:00.326982,1900-01-01 00:22:01.227982,"Please, darling.","Please, darling.",pleading,sadness,moderate
1900-01-01 00:22:01.227982,1900-01-01 00:22:02.127982,Is it not cooked?,Is it not cooked?,doubt,surprise,mild
1900-01-01 00:22:02.127982,1900-01-01 00:22:04.167982,They're all kind of burnt on one side.,They're all kind of burnt on one side.,disappointment,sadness,mild
1900-01-01 00:22:04.167982,1900-01-01 00:22:05.067982,Where's Tatiana?,Where's Tatiana?,curiosity,neutral,mild
1900-01-01 00:22:05.067982,1900-01-01 00:22:06.167982,She's dealing.,She's dealing.,resilience,neutral,mild
